id,ejercicio,lluvia,lluvia_normal,lluvia_anom,thi_dias,gw,gw_z
1605002,2026,700.7049274055368,1159.1156444157684,-39.548315926775835,63,0.6399672299027138,-2.0118019291844336
1605003,2021,872.904962896457,1128.841253665207,-22.672478520585305,44,0.6855396825396826,-0.6445751604201057
1605003,2022,858.7282646907091,1128.841253665207,-23.92834139410432,41,0.6868872887864823,-0.6041454001643672
1605003,2023,642.0498245392182,1128.841253665207,-43.12310765977392,79,0.628926267281106,-2.3430436942357833
1605003,2024,1294.3632277240772,1128.841253665207,14.662998319864815,63,0.6591353355580274,-1.4367363875684407
1605003,2025,812.7930916208335,1128.841253665207,-27.997573708278686,61,0.6522569764464926,-1.6430951889561796
1605003,2026,706.7146455034992,1128.841253665207,-37.394682980544445,63,0.6399672299027138,-2.0118019291844336
1605004,2021,887.8764585973522,1137.8177796431628,-21.966726616294924,44,0.6855396825396826,-0.6445751604201057
1605004,2022,863.3614867065463,1137.8177796431628,-24.121287067837013,41,0.6868872887864823,-0.6041454001643672
1605004,2023,651.2779117447581,1137.8177796431628,-42.760789697889166,79,0.628926267281106,-2.3430436942357833
1605004,2024,1333.5926731159136,1137.8177796431628,17.206172813906004,63,0.6591353355580274,-1.4367363875684407
1605004,2025,824.9578884565847,1137.8177796431628,-27.49648465545123,61,0.6522569764464926,-1.6430951889561796
1605004,2026,707.6200787765358,1137.8177796431628,-37.80901551754127,63,0.6399672299027138,-2.0118019291844336
1605005,2021,854.0356792445182,1097.0602827685627,-22.15234726306406,44,0.6855396825396826,-0.6445751604201057
1605005,2022,859.8105326620735,1097.0602827685627,-21.62595381793981,41,0.6868872887864823,-0.6041454001643672
1605005,2023,627.9300122363263,1097.0602827685627,-42.76248788702204,79,0.628926267281106,-2.3430436942357833
1605005,2024,1250.3859859506774,1097.0602827685627,13.976050868889262,63,0.6591353355580274,-1.4367363875684407
1605005,2025,819.4301256529646,1097.0602827685627,-25.306736692259538,61,0.6522569764464926,-1.6430951889561796
1605005,2026,719.8185417736022,1097.0602827685627,-34.38660089333887,63,0.6399672299027138,-2.0118019291844336
1605006,2021,857.2205994617932,1092.108792399324,-21.50776502966247,44,0.6855396825396826,-0.6445751604201057
1605006,2022,850.8916408848643,1092.108792399324,-22.08728225550811,41,0.6868872887864823,-0.6041454001643672
1605006,2023,627.7701632557,1092.108792399324,-42.51761659417544,79,0.628926267281106,-2.3430436942357833
1605006,2024,1222.4081397514576,1092.108792399324,11.930986020712323,63,0.6591353355580274,-1.4367363875684407
1605006,2025,785.5381473748391,1092.108792399324,-28.071438226493918,61,0.6522569764464926,-1.6430951889561796
